,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,TitleCanonical,ReleaseYear,TMDBLanguage,TMDBPoster,TMDBGenres,TMDBCountry
26,Sing,tt3470600,Sing (2016),No,,73900000,108,41100000,Sing,2016.0,movie,Sing,Sing,2016,108,"Animation,Comedy,Family",Sing,2016,en,https://image.tmdb.org/t/p/w500/xviEKU073QAzeFRzWDdW9xDHPbB.jpg,Family|Comedy|Music|Animation,US
27,Venom: The Last Dance,tt16366836,Venom: The Last Dance,No,,71900000,109,39600000,Venom: The Last Dance,1000.0,movie,Venom: The Last Dance,Venom: The Last Dance,2024,110,"Action,Adventure,Sci-Fi",Venom: The Last Dance,2024,en,https://image.tmdb.org/t/p/w500/1RaSkWakWBxxYOWRrqmwo2my5zg.jpg,Action|Science Fiction|Adventure,US
28,The Super Mario Bros. Movie,tt6718170,The Super Mario Bros. Movie,No,,59700000,93,38900000,The Super Mario Bros. Movie,1000.0,movie,The Super Mario Bros. Movie,The Super Mario Bros. Movie,2023,92,"Adventure,Animation,Comedy",The Super Mario Bros. Movie,2023,en,https://image.tmdb.org/t/p/w500/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,Family|Comedy|Adventure|Animation|Fantasy,JP
29,The Croods,tt0481499,The Croods,No,,62400000,98,38200000,The Croods,1000.0,movie,The Croods,The Croods,2013,98,"Adventure,Animation,Comedy",The Croods,2013,en,https://image.tmdb.org/t/p/w500/27zvjVOtOi5ped1HSlJKNsKXkFH.jpg,Animation|Adventure|Family|Comedy,US
30,KPop Demon Hunters,tt14205554,KPop Demon Hunters,Yes,2025-06-20,61100000,96,36700000,KPop Demon Hunters,2025.0,movie,KPop Demon Hunters,KPop Demon Hunters,2025,95,"Action,Adventure,Animation",KPop Demon Hunters,2025,en,https://image.tmdb.org/t/p/w500/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,Fantasy|Music|Comedy|Animation,US
31,Despicable Me,tt1323594,Despicable Me,No,,57100000,95,36100000,Despicable Me,1000.0,movie,Despicable Me,Despicable Me,2010,95,"Adventure,Animation,Comedy",Despicable Me,2010,en,https://image.tmdb.org/t/p/w500/9lOloREsAhBu0pEtU0BgeR1rHyo.jpg,Family|Comedy|Animation|Science Fiction,US
32,Honeymoon Crasher,tt35300972,Honeymoon Crasher // Lune de miel avec ma mre,Yes,2025-02-12,55200000,93,34900000,Honeymoon Crasher,2025.0,movie,Honeymoon Crasher,Lune de miel avec ma mère,2025,93,Comedy,Honeymoon Crasher,2025,fr,https://image.tmdb.org/t/p/w500/7mrmqaoFKx61MzyYzaI4sO6VLuc.jpg,Comedy,FR
33,PAW Patrol: The Mighty Movie,tt15837338,PAW Patrol: The Mighty Movie,No,,50700000,88,34600000,PAW Patrol: The Mighty Movie,1000.0,movie,PAW Patrol: The Mighty Movie,PAW Patrol: The Mighty Movie,2023,88,"Action,Adventure,Animation",PAW Patrol: The Mighty Movie,2023,en,https://image.tmdb.org/t/p/w500/aTvePCU7exLepwg5hWySjwxojQK.jpg,Family|Comedy|Adventure|Animation,CA
34,Kraven the Hunter,tt8790086,Kraven the Hunter,No,,73000000,127,34500000,Kraven the Hunter,1000.0,movie,Kraven the Hunter,Kraven the Hunter,2024,127,"Action,Adventure,Thriller",Kraven the Hunter,2024,en,https://image.tmdb.org/t/p/w500/i47IUSsN126K11JUzqQIOi1Mg1M.jpg,Action|Adventure|Thriller,US
35,Demon City,tt35111035,Demon City // Demon City ____,Yes,2025-02-27,60500000,106,33600000,Demon City,2025.0,movie,Demon City,Oni Goroshi,2025,106,"Action,Adventure,Crime",Demon City,2025,ja,https://image.tmdb.org/t/p/w500/g5PqsFFrayyRL1Ldgib2lMYuJXg.jpg,Action|Crime|Fantasy|Thriller,JP
36,The Emoji Movie,tt4877122,The Emoji Movie,No,,48700000,86,33600000,The Emoji Movie,1000.0,movie,The Emoji Movie,The Emoji Movie,2017,86,"Adventure,Animation,Comedy",The Emoji Movie,2017,en,https://image.tmdb.org/t/p/w500/60bTx5z9zL1AqCjZ0gmWoRMJ6Bb.jpg,Animation|Family|Comedy,US
38,Bullet Train Explosion,tt33452974,Bullet Train Explosion // ______,Yes,2025-04-23,76300000,137,33400000,Bullet Train Explosion,2025.0,movie,Bullet Train Explosion,Shinkansen daibakuha,2025,134,"Action,Crime,Drama",Bullet Train Explosion,2025,ja,https://image.tmdb.org/t/p/w500/jmzxlDBwgvRbpPJzNQwizyn9UEn.jpg,Action|Thriller|Crime|Drama,JP
37,Bee Movie,tt0389790,Bee Movie,No,,51200000,91,33400000,Bee Movie,1000.0,movie,Bee Movie,Bee Movie,2007,91,"Adventure,Animation,Comedy",Bee Movie,2007,en,https://image.tmdb.org/t/p/w500/aWe27GmvfVYAd7p0KEtJZWwLWk5.jpg,Family|Animation|Adventure|Comedy,US
39,A Deadly American Marriage,tt36592065,A Deadly American Marriage,Yes,2025-05-09,55500000,103,32300000,A Deadly American Marriage,2025.0,movie,A Deadly American Marriage,A Deadly American Marriage,2025,102,"Crime,Documentary",A Deadly American Marriage,2025,en,https://image.tmdb.org/t/p/w500/2DiydymXoLD9KUGZKorBNapshl1.jpg,Documentary|Crime,GB
40,Last Bullet,tt29768333,Last Bullet // Balle perdue 3,Yes,2025-05-07,59000000,111,31300000,Last Bullet,2025.0,movie,Last Bullet,Balle perdue 3,2025,111,"Action,Crime,Drama",Last Bullet,2025,fr,https://image.tmdb.org/t/p/w500/qycPITRqXgPai7zj1gKffjCdSB5.jpg,Action|Crime|Thriller|Drama,BE
41,Mission: Impossible - Dead Reckoning,tt9603212,Mission: Impossible - Dead Reckoning,No,,85000000,164,31100000,Mission: Impossible - Dead Reckoning,1000.0,movie,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,2023,163,"Action,Adventure,Thriller",Mission: Impossible - Dead Reckoning Part One,2023,en,https://image.tmdb.org/t/p/w500/NNxYkU70HPurnNCSiCjYAmacwm.jpg,Action|Thriller,US
42,Rebel Ridge,tt11301886,Rebel Ridge,Yes,2024-09-06,68500000,132,31100000,Rebel Ridge,2024.0,movie,Rebel Ridge,Rebel Ridge,2024,131,"Action,Crime,Drama",Rebel Ridge,2024,en,https://image.tmdb.org/t/p/w500/xEt2GSz9z5rSVpIHMiGdtf0czyf.jpg,Crime|Action|Thriller,US
43,The Equalizer 2,tt3766354,The Equalizer 2,No,,59800000,121,29700000,The Equalizer 2,1000.0,movie,The Equalizer 2,The Equalizer 2,2018,121,"Action,Crime,Mystery",The Equalizer 2,2018,en,https://image.tmdb.org/t/p/w500/cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg,Action|Thriller|Crime,US
44,Squad 36,tt31032711,Squad 36 // Bastion 36,Yes,2025-02-28,61100000,124,29300000,Squad 36,2025.0,movie,Squad 36,Bastion 36,2025,124,"Crime,Drama,Thriller",Squad 36,2025,fr,https://image.tmdb.org/t/p/w500/rfQi2JzENT5MNJhN1nkIZMNWm4M.jpg,Action|Crime|Drama|Thriller,FR
46,The Six Triple Eight,tt24458622,The Six Triple Eight,Yes,2024-12-20,62300000,130,28800000,The Six Triple Eight,2024.0,movie,The Six Triple Eight,The Six Triple Eight,2024,127,"Drama,History,War",The Six Triple Eight,2024,en,https://image.tmdb.org/t/p/w500/7tvAnzZj9e9AjdoHaN9jshm2Cjw.jpg,Drama|War|History,US
45,Lucca's World,tt28657879,Lucca's World // Los dos hemisferios de Lucca,Yes,2025-01-31,46600000,96,28800000,Lucca's World,2025.0,movie,Lucca's World,Los dos hemisferios de Lucca,2025,96,Drama,Lucca's World,2025,es,https://image.tmdb.org/t/p/w500/fX3Q5hxUAUs1k8JQkNTwFpBd6BC.jpg,Drama,MX
47,Hotel Transylvania 2,tt2510894,Hotel Transylvania 2,No,,42700000,89,28500000,Hotel Transylvania 2,1000.0,movie,Hotel Transylvania 2,Hotel Transylvania 2,2015,89,"Adventure,Animation,Comedy",Hotel Transylvania 2,2015,en,https://image.tmdb.org/t/p/w500/3nFnrivNgipSKZ8LZJJbRSlAcTR.jpg,Animation|Comedy|Family|Fantasy,US
48,The Union,tt12610390,The Union,Yes,2024-08-16,51600000,109,28400000,The Union,2024.0,movie,The Union,The Union,2024,107,"Action,Comedy,Thriller",The Union,2024,en,https://image.tmdb.org/t/p/w500/d9CTnTHip1RbVi2OQbA2LJJQAGI.jpg,Action|Comedy,US
49,Puss in Boots: The Last Wish,tt3915174,Puss in Boots: The Last Wish,No,,47600000,103,28000000,Puss in Boots: The Last Wish,1000.0,movie,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,2022,102,"Action,Adventure,Animation",Puss in Boots: The Last Wish,2022,en,https://image.tmdb.org/t/p/w500/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,Animation|Adventure|Fantasy|Comedy|Family,US
50,Uncharted,tt1464335,Uncharted (2022),No,,53300000,116,27600000,Uncharted,2022.0,movie,Uncharted,Uncharted,2022,116,"Action,Adventure",Uncharted,2022,en,https://image.tmdb.org/t/p/w500/rJHC1RUORuUhtfNb4Npclx0xnOf.jpg,Action|Adventure,US
51,Hotel Transylvania 3: Summer Vacation,tt5220122,Hotel Transylvania 3: Summer Vacation,No,,44200000,97,27300000,Hotel Transylvania 3: Summer Vacation,1000.0,movie,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018,97,"Adventure,Animation,Comedy",Hotel Transylvania 3: Summer Vacation,2018,en,https://image.tmdb.org/t/p/w500/lzE5BwGQea1nek7TPXUuC5AZ6rq.jpg,Animation|Comedy|Family|Fantasy,US
52,The Twister: Caught in the Storm,tt35882698,The Twister: Caught in the Storm,Yes,2025-03-19,40500000,89,27300000,The Twister: Caught in the Storm,2025.0,movie,The Twister: Caught in the Storm,The Twister: Caught in the Storm,2025,89,Documentary,The Twister: Caught in the Storm,2025,en,https://image.tmdb.org/t/p/w500/ggXb37lX9gW4SR7kpMaraXDFeFR.jpg,Documentary,GB
53,Sing: Thriller,tt33999453,Sing: Thriller,Yes,2024-10-16,5400000,11,27000000,Sing: Thriller,2024.0,short,Sing: Thriller,Sing: Thriller,2024,11,"Animation,Comedy,Family",Sing: Thriller,2024,en,https://image.tmdb.org/t/p/w500/i77OInTKcrnRlAozFOaB6D5mk15.jpg,Animation|Family|Comedy|Music,US
54,We Can Be Heroes,tt10600398,We Can Be Heroes,Yes,2020-12-25,45200000,97,26900000,We Can Be Heroes,2020.0,movie,We Can Be Heroes,We Can Be Heroes,2020,100,"Action,Animation,Comedy",We Can Be Heroes,2020,en,https://image.tmdb.org/t/p/w500/1S21HpcKY6uQ9UAw68aICmrJaq6.jpg,Family|Action|Fantasy|Comedy,US
56,Titan: The OceanGate Submersible Disaster,tt30977670,Titan: The OceanGate Submersible Disaster,Yes,2025-06-11,49300000,112,26400000,Titan: The OceanGate Submersible Disaster,2025.0,,,,,,,Titan: The OceanGate Submersible Disaster,2025,en,https://image.tmdb.org/t/p/w500/mSVJI9P5UmvOLZVTH8sAtlgxsgy.jpg,Documentary|Drama,US
55,Sonic the Hedgehog,tt3794354,Sonic the Hedgehog (2020),No,,44500000,99,26400000,Sonic the Hedgehog,2020.0,movie,Sonic the Hedgehog,Sonic the Hedgehog,2020,99,"Action,Adventure,Comedy",Sonic the Hedgehog,2020,en,https://image.tmdb.org/t/p/w500/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,Action|Science Fiction|Comedy|Family,JP
1,Dr. Seuss' The Grinch,tt2709692,Dr. Seuss' The Grinch,No,,37100000,85,25900000,Dr. Seuss' The Grinch,1000.0,movie,The Grinch,The Grinch,2018.0,85.0,"Animation,Comedy,Family",The Grinch,2018,en,https://image.tmdb.org/t/p/w500/smxA8yvZ0LzDPer9BIRd4pyOpx1.jpg,Family|Comedy|Animation,US
58,Trolls Band Together,tt14362112,Trolls Band Together,No,,38600000,91,25200000,Trolls Band Together,1000.0,movie,Trolls Band Together,Trolls Band Together,2023,91,"Adventure,Animation,Comedy",Trolls Band Together,2023,en,https://image.tmdb.org/t/p/w500/bkpPTZUdq31UGDovmszsg2CchiI.jpg,Animation|Family|Music|Fantasy|Comedy,US
2,Den of Thieves 2: Pantera,tt8008948,Den of Thieves 2: Pantera,No,,59900000,144,25000000,Den of Thieves 2: Pantera,1000.0,movie,Den of Thieves: Pantera,Den of Thieves: Pantera,2025.0,144.0,"Action,Crime,Drama",Den of Thieves 2: Pantera,2025,en,https://image.tmdb.org/t/p/w500/rxcyxxarD17xMliStDEhM6y2AYQ.jpg,Action|Crime|Thriller,CA
61,Number 24,tt23782584,Number 24 // Nr. 24,No,2025-01-01,45100000,112,24200000,Number 24,2025.0,movie,Nr. 24,Nr. 24,2024,111,"Biography,Drama,War",Number 24,2024,no,https://image.tmdb.org/t/p/w500/qv7crkk9fzMrvj3WqWU6PiFm12f.jpg,War|History|Drama,NO
60,Inside Man: Most Wanted,tt7832848,Inside Man: Most Wanted,No,,42800000,105,24200000,Inside Man: Most Wanted,1000.0,movie,Inside Man: Most Wanted,Inside Man: Most Wanted,2019,105,"Action,Crime,Thriller",Inside Man: Most Wanted,2019,en,https://image.tmdb.org/t/p/w500/zcDZisqVQK9akfKgyrB9HYzYuVh.jpg,Action|Crime|Thriller,US
62,Red Notice,tt7991608,Red Notice,Yes,2021-11-12,46600000,118,23700000,Red Notice,2021.0,movie,Red Notice,Red Notice,2021,118,"Action,Comedy,Thriller",Red Notice,2021,en,https://image.tmdb.org/t/p/w500/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,Action|Comedy|Crime,US
63,Shrek the Third,tt0413267,Shrek the Third,No,,36600000,93,23100000,Shrek the Third,1000.0,movie,Shrek the Third,Shrek the Third,2007,93,"Adventure,Animation,Comedy",Shrek the Third,2007,en,https://image.tmdb.org/t/p/w500/n4SexGGQzI26E269tfpa80MZaGV.jpg,Fantasy|Adventure|Animation|Comedy|Family,US
64,Fear Street: Prom Queen,tt31433402,Fear Street: Prom Queen,Yes,2025-05-23,34400000,90,22900000,Fear Street: Prom Queen,2025.0,movie,Fear Street: Prom Queen,Fear Street: Prom Queen,2025,90,"Horror,Mystery,Thriller",Fear Street: Prom Queen,2025,en,https://image.tmdb.org/t/p/w500/gevScWYkF8l5i9NjFSXo8HfPNyy.jpg,Horror|Mystery,US
65,Jewel Thief - The Heist Begins,tt27843798,Jewel Thief - The Heist Begins // _____ ___ - The Heist Begins,Yes,2025-04-25,44600000,118,22700000,Jewel Thief - The Heist Begins,2025.0,movie,Jewel Thief: The Heist Begins,Jewel Thief: The Heist Begins,2025,116,"Action,Adventure,Thriller",Jewel Thief - The Heist Begins,2025,hi,https://image.tmdb.org/t/p/w500/eujLbO0kf1eqWC8XpHUJdtAVW2J.jpg,Action|Thriller,IN
66,Trainwreck: Poop Cruise,tt36856455,Trainwreck: Poop Cruise,Yes,2025-06-24,20800000,55,22700000,Trainwreck: Poop Cruise,2025.0,movie,Trainwreck: Poop Cruise,Trainwreck: Poop Cruise,2025,55,Documentary,Trainwreck: Poop Cruise,2025,en,https://image.tmdb.org/t/p/w500/nJZlsBpDxx3LrGwXvwXkQyVnp9A.jpg,Documentary|Drama,GB
67,Ma,tt7958736,Ma (2019),No,,37100000,99,22500000,Ma,2019.0,movie,Ma,Ma,2019,99,"Horror,Mystery,Thriller",Ma,2019,en,https://image.tmdb.org/t/p/w500/6n7ASmQ1wY2cxTubFFGlcvPpyk7.jpg,Horror|Thriller,US
68,Leo,tt5755238,Leo,Yes,2023-11-21,39700000,102,22300000,Leo,2023.0,movie,Leo,Leo,2023,102,"Adventure,Animation,Comedy",Leo,2023,en,https://image.tmdb.org/t/p/w500/gSOVog7ydsaF1YpgAqBqnKYFGY.jpg,Animation|Comedy|Family,AU
69,Delicious,tt32047217,Delicious,Yes,2025-03-07,37700000,102,22200000,Delicious,2025.0,movie,Delicious,Delicious,2025,102,"Drama,Thriller",Delicious,2025,de,https://image.tmdb.org/t/p/w500/o1ZIvviAEuIHcH9x6sv112mSvTR.jpg,Thriller|Drama,DE
70,Trolls,tt1679335,Trolls,No,,34200000,92,22100000,Trolls,1000.0,movie,Trolls,Trolls,2016,92,"Adventure,Animation,Comedy",Trolls,2016,en,https://image.tmdb.org/t/p/w500/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg,Family|Animation|Fantasy|Adventure|Comedy|Music,US
71,The Heart Knows,tt33244550,The Heart Knows // Corazn Delator,No,2025-05-30,32600000,89,22000000,The Heart Knows,2025.0,movie,The Heart Knows,Corazón delator,2025,89,"Comedy,Drama,Romance",The Heart Knows,2025,es,https://image.tmdb.org/t/p/w500/gvKobzhmQ5bmkSw87YzkWYuAXFJ.jpg,Romance|Drama,AR
72,Plane,tt5884796,Plane,No,,39100000,107,21900000,Plane,1000.0,movie,Plane,Plane,2023,107,"Action,Adventure,Thriller",Plane,2023,en,https://image.tmdb.org/t/p/w500/qi9r5xBgcc9KTxlOLjssEbDgO0J.jpg,Action|Adventure|Thriller,GB
73,The SpongeBob Movie: Sponge Out of Water,tt2279373,The SpongeBob Movie: Sponge Out of Water,No,,34900000,93,21800000,The SpongeBob Movie: Sponge Out of Water,1000.0,movie,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,2015,92,"Adventure,Animation,Comedy",The SpongeBob Movie: Sponge Out of Water,2015,en,https://image.tmdb.org/t/p/w500/2WDmjUlSAPlA27i2OwEC7sRTFw3.jpg,Family|Comedy|Adventure|Animation|Fantasy,US
74,Hotel Transylvania,tt0837562,Hotel Transylvania (2012),No,,32700000,91,21300000,Hotel Transylvania,2012.0,movie,Hotel Transylvania,Hotel Transylvania,2012,91,"Animation,Comedy,Family",Hotel Transylvania,2012,en,https://image.tmdb.org/t/p/w500/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg,Animation|Comedy|Family|Fantasy,US
75,Sonic the Hedgehog 2,tt12412888,Sonic the Hedgehog 2,No,,43400000,123,21000000,Sonic the Hedgehog 2,1000.0,movie,Sonic the Hedgehog 2,Sonic the Hedgehog 2,2022,122,"Action,Adventure,Comedy",Sonic the Hedgehog 2,2022,en,https://image.tmdb.org/t/p/w500/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,Action|Adventure|Family|Comedy,JP
3,Bogot: City of the Lost,tt22507374,Bogot: City of the Lost // ___: ___ ___ _,Yes,2025-02-03,37200000,109,20900000,Bogot: City of the Lost,2025.0,movie,Bogota: City of the Lost,Bogota: City of the Lost,2024.0,108.0,"Crime,Drama,Thriller",Bogotá: City of the Lost,2024,ko,https://image.tmdb.org/t/p/w500/p1WPGGPVHHVJwTjmUaCsbTNATgn.jpg,Thriller|Crime|Drama,KR
4,Bogot: City of the Lost,tt22507374,Bogot: City of the Lost // ___: ___ ___ _,Yes,2025-02-03,37200000,109,20900000,Bogot: City of the Lost,2025.0,movie,Bogota: City of the Lost,Bogota: City of the Lost,2024.0,108.0,"Crime,Drama,Thriller",Bogotá: City of the Lost,2024,ko,https://image.tmdb.org/t/p/w500/p1WPGGPVHHVJwTjmUaCsbTNATgn.jpg,Thriller|Crime|Drama,KR
77,Fast X,tt5433140,Fast X,No,,48500000,142,20600000,Fast X,1000.0,movie,Fast X,Fast X,2023,141,"Action,Adventure,Crime",Fast X,2023,en,https://image.tmdb.org/t/p/w500/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,Action|Crime|Thriller,US
78,The Equalizer 3,tt17024450,The Equalizer 3,No,,37400000,109,20600000,The Equalizer 3,1000.0,movie,The Equalizer 3,The Equalizer 3,2023,109,"Action,Crime,Thriller",The Equalizer 3,2023,en,https://image.tmdb.org/t/p/w500/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,Action|Thriller|Crime,IT
79,Damsel,tt13452446,Damsel,Yes,2024-03-08,37400000,107,20400000,Damsel,2024.0,movie,Damsel,Damsel,2024,110,"Action,Adventure,Fantasy",Damsel,2024,en,https://image.tmdb.org/t/p/w500/AgHbB9DCE9aE57zkHjSmseszh6e.jpg,Fantasy|Action|Adventure,ES
80,Back to the Outback,tt13575806,Back to the Outback,Yes,2021-12-10,32300000,92,20200000,Back to the Outback,2021.0,movie,Back to the Outback,Back to the Outback,2021,95,"Adventure,Animation,Comedy",Back to the Outback,2021,en,https://image.tmdb.org/t/p/w500/jbAUTO7qFN8XFG2LM3bz30vzGFJ.jpg,Family|Animation|Adventure|Comedy,US
81,Minions: The Rise of Gru,tt5113044,Minions: The Rise of Gru,No,,29500000,87,20100000,Minions: The Rise of Gru,1000.0,movie,Minions: The Rise of Gru,Minions: The Rise of Gru,2022,87,"Adventure,Animation,Comedy",Minions: The Rise of Gru,2022,en,https://image.tmdb.org/t/p/w500/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,Family|Comedy|Adventure|Animation|Science Fiction|Fantasy,US
82,Bad Boys: Ride or Die,tt4919268,Bad Boys: Ride or Die,No,,37900000,115,19600000,Bad Boys: Ride or Die,1000.0,movie,Bad Boys: Ride or Die,Bad Boys: Ride or Die,2024,115,"Action,Adventure,Comedy",Bad Boys: Ride or Die,2024,en,https://image.tmdb.org/t/p/w500/oGythE98MYleE6mZlGs5oBGkux1.jpg,Action|Comedy|Crime|Thriller|Adventure,US
83,Norbit,tt0477051,Norbit,No,,33600000,102,19600000,Norbit,1000.0,movie,Norbit,Norbit,2007,102,"Comedy,Romance",Norbit,2007,en,https://image.tmdb.org/t/p/w500/XcZ5NzygPp54csxCnzvQKuxFL2.jpg,Comedy,US
84,Woody Woodpecker Goes to Camp,tt20221690,Woody Woodpecker Goes to Camp,Yes,2024-04-12,32600000,101,19600000,Woody Woodpecker Goes to Camp,2024.0,movie,Woody Woodpecker Goes to Camp,Woody Woodpecker Goes to Camp,2024,100,"Adventure,Animation,Comedy",Woody Woodpecker Goes to Camp,2024,en,https://image.tmdb.org/t/p/w500/gaINMBMGIow4kd8Dq06aytoomtS.jpg,Family|Comedy,US
85,Under Paris,tt13964390,Under Paris // Sous la Seine,Yes,2024-06-05,33500000,102,19300000,Under Paris,2024.0,movie,Under Paris,Sous la Seine,2024,104,"Action,Drama,Horror",Under Paris,2024,fr,https://image.tmdb.org/t/p/w500/qZPLK5ktRKa3CL4sKRZtj8UlPYc.jpg,Action|Horror,FR
86,Dungeons & Dragons: Honor Among Thieves,tt2906216,Dungeons & Dragons: Honor Among Thieves,No,,42900000,134,19200000,Dungeons & Dragons: Honor Among Thieves,1000.0,movie,Dungeons & Dragons: Honor Among Thieves,Dungeons & Dragons: Honor Among Thieves,2023,134,"Action,Adventure,Comedy",Dungeons & Dragons: Honor Among Thieves,2023,en,https://image.tmdb.org/t/p/w500/v7UF7ypAqjsFZFdjksjQ7IUpXdn.jpg,Adventure|Fantasy|Comedy,CA
87,Twilight,tt1099212,Twilight (2008),No,,38900000,122,19100000,Twilight,2008.0,movie,Twilight,Twilight,2008,122,"Drama,Fantasy,Romance",Twilight,2008,en,https://image.tmdb.org/t/p/w500/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg,Fantasy|Drama|Romance,GB
88,White Chicks,tt0381707,White Chicks,No,,34400000,109,18900000,White Chicks,1000.0,movie,White Chicks,White Chicks,2004,109,"Comedy,Crime",White Chicks,2004,en,https://image.tmdb.org/t/p/w500/aHTUpo45qy9QYIOnVITGGqLoVcA.jpg,Comedy|Crime,US
89,Saving Bikini Bottom: The Sandy Cheeks Movie,tt23063732,Saving Bikini Bottom: The Sandy Cheeks Movie,Yes,2024-08-02,27300000,87,18800000,Saving Bikini Bottom: The Sandy Cheeks Movie,2024.0,movie,Saving Bikini Bottom: The Sandy Cheeks Movie,Saving Bikini Bottom: The Sandy Cheeks Movie,2024,82,"Adventure,Animation,Comedy",Saving Bikini Bottom: The Sandy Cheeks Movie,2024,en,https://image.tmdb.org/t/p/w500/30YnfZdMNIV7noWLdvmcJS0cbnQ.jpg,Family|Comedy|Adventure|Animation,US
90,Grown Ups 2,tt2191701,Grown Ups 2,No,,31100000,101,18500000,Grown Ups 2,1000.0,movie,Grown Ups 2,Grown Ups 2,2013,101,Comedy,Grown Ups 2,2013,en,https://image.tmdb.org/t/p/w500/hT6ijOtjtYrnyDhN7VA2QWyGFAm.jpg,Comedy,US
93,It Ends With Us,tt10655524,It Ends With Us,No,,40200000,131,18400000,It Ends With Us,1000.0,movie,It Ends with Us,It Ends with Us,2024,130,"Drama,Romance",It Ends with Us,2024,en,https://image.tmdb.org/t/p/w500/AjV6jFJ2YFIluYo4GQf13AA1tqu.jpg,Drama|Romance,US
94,Trigger Warning,tt5834874,Trigger Warning,Yes,2024-06-21,32900000,106,18400000,Trigger Warning,2024.0,movie,Trigger Warning,Trigger Warning,2024,106,"Action,Crime,Thriller",Trigger Warning,2024,en,https://image.tmdb.org/t/p/w500/6XJM3C47iGOK9nFU6yLFCSf4U5c.jpg,Action,US
92,Alpha,tt4244998,Alpha (2018),No,,29700000,97,18400000,Alpha,2018.0,movie,Alpha,Alpha,2018,96,"Adventure,Drama",Alpha,2018,en,https://image.tmdb.org/t/p/w500/afdZAIcAQscziqVtsEoh2PwsYTW.jpg,Adventure|Drama,CA
91,Aftermath,tt26545708,Aftermath (2024),No,,29200000,95,18400000,Aftermath,2024.0,movie,Aftermath,Aftermath,2024,97,"Action,Thriller",Aftermath,2024,en,https://image.tmdb.org/t/p/w500/v9knhuvYKwMUAta6fltNOuun3zF.jpg,Action|Thriller,US
95,Dhoom Dhaam,tt21194868,Dhoom Dhaam // ___ ___,Yes,2025-02-14,33100000,109,18200000,Dhoom Dhaam,2025.0,movie,Dhoom Dhaam,Dhoom Dhaam,2025,108,"Action,Comedy,Romance",Dhoom Dhaam,2025,hi,https://image.tmdb.org/t/p/w500/2E7me3rPi8HqaeheuD86YlpNX6k.jpg,Comedy|Romance|Action,IN
96,Revelations,tt32648798,Revelations // ___,Yes,2025-03-21,36600000,122,18000000,Revelations,2025.0,movie,Revelations,Gyesirok,2025,122,"Crime,Drama,Mystery",Revelations,2025,ko,https://image.tmdb.org/t/p/w500/ak0HlRVsVzh8mvwIUZpZr0z6uqW.jpg,Thriller|Crime|Mystery,KR
98,Life or Something Like It,tt0282687,Life or Something Like It,No,,31000000,103,17900000,Life or Something Like It,1000.0,movie,Life or Something Like It,Life or Something Like It,2002,103,"Comedy,Romance",Life or Something Like It,2002,en,https://image.tmdb.org/t/p/w500/b9lUSfCjv8jjNRSsmk65HEV1Pv3.jpg,Comedy|Drama|Romance,US
5,Dr. Seuss' The Cat in the Hat,tt0312528,Dr. Seuss' The Cat in the Hat,No,,24400000,81,17900000,Dr. Seuss' The Cat in the Hat,1000.0,movie,The Cat in the Hat,The Cat in the Hat,2003.0,82.0,"Adventure,Comedy,Family",The Cat in the Hat,2003,en,https://image.tmdb.org/t/p/w500/uYYLz67e5xEQMsY858VSSCDsLU6.jpg,Family|Comedy|Adventure|Fantasy,US
99,Madagascar: Escape 2 Africa,tt0479952,Madagascar: Escape 2 Africa,No,,26800000,89,17700000,Madagascar: Escape 2 Africa,1000.0,movie,Madagascar: Escape 2 Africa,Madagascar: Escape 2 Africa,2008,89,"Adventure,Animation,Comedy",Madagascar: Escape 2 Africa,2008,en,https://image.tmdb.org/t/p/w500/agRbLOHgN46TQO4YdKR462iR7To.jpg,Adventure|Animation|Comedy|Family,US
100,Migration,tt6495056,Migration,No,,24300000,83,17600000,Migration,1000.0,movie,Migration,Migration,2023,83,"Adventure,Animation,Comedy",Migration,2023,en,https://image.tmdb.org/t/p/w500/dpXxBDi0ut5svjh5fbAqLoaJSq8.jpg,Family|Comedy|Adventure|Animation,US
