,searched,tconst,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,TitleCanonical,ReleaseYear,TMDBLanguage,TMDBPoster,TMDBGenres,TMDBCountry
750,Sniper: The Last Stand,tt34910018,Sniper: The Last Stand,No,,7000000,99,4200000,Sniper: The Last Stand,1000.0,movie,Sniper: The Last Stand,Sniper: The Last Stand,2025,99,Action,Sniper: The Last Stand,2025,en,https://image.tmdb.org/t/p/w500/TVvIyCsFCmLk9MRLbAZi4X8f32.jpg,Action|Thriller,US
743,Ferry 2,tt30021427,Ferry 2,Yes,2024-12-20,6600000,94,4200000,Ferry 2,2024.0,movie,Ferry 2,Ferry 2,2024,94,"Action,Crime,Drama",Ferry 2,2024,nl,https://image.tmdb.org/t/p/w500/8pwdnL3pEISIN1EGmwZzU6hpNVk.jpg,Action|Drama|Crime|Thriller,BE
739,Big Daddy,tt0142342,Big Daddy (1999),No,,6500000,93,4200000,Big Daddy,1999.0,movie,Big Daddy,Big Daddy,1999,93,"Comedy,Drama",Big Daddy,1999,en,https://image.tmdb.org/t/p/w500/cqFnFg6YS8urJT6YC95IDkn0VHz.jpg,Comedy|Drama,US
741,End of the Road,tt13655328,End of the Road,Yes,2022-09-09,6400000,89,4200000,End of the Road,2022.0,movie,End of the Road,End of the Road,2022,89,"Action,Crime,Drama",End of the Road,2022,en,https://image.tmdb.org/t/p/w500/tLFIMuPWJHlTJ6TN8HCOiSD6SdA.jpg,Drama|Thriller,US
740,Brightburn,tt7752126,Brightburn,No,,6300000,91,4200000,Brightburn,1000.0,movie,Brightburn,Brightburn,2019,90,"Drama,Horror,Mystery",Brightburn,2019,en,https://image.tmdb.org/t/p/w500/sJWwkYc9ajwnPRSkqj8Aue5JbKz.jpg,Horror|Science Fiction,US
749,Sixty Minutes,tt29538571,Sixty Minutes // 60 Minuten,Yes,2024-01-19,6300000,89,4200000,Sixty Minutes,2024.0,movie,Sixty Minutes,60 Minuten,2024,88,"Action,Adventure,Drama",Sixty Minutes,2024,de,https://image.tmdb.org/t/p/w500/jojfbnIHGsRpodIood3OQoqA45Y.jpg,Action|Adventure|Crime|Drama|Thriller,DE
758,Devara,tt11821912,Devara,No,,11800000,175,4100000,Devara,1000.0,movie,Devara Part 1,Devara: Part 1,2024,176,"Action,Adventure,Drama",Devara: Part 1,2024,te,https://image.tmdb.org/t/p/w500/lQfuaXjANoTsdx5iS0gCXlK9D2L.jpg,Action|Drama,IN
761,Harry Potter and the Deathly Hallows: Part 1,tt0926084,Harry Potter and the Deathly Hallows: Part 1,No,,10000000,146,4100000,Harry Potter and the Deathly Hallows: Part 1,1000.0,movie,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,2010,146,"Adventure,Family,Fantasy",Harry Potter and the Deathly Hallows: Part 1,2010,en,https://image.tmdb.org/t/p/w500/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,Adventure|Fantasy,GB
771,Spider-Man 3,tt0413300,Spider-Man 3,No,,9400000,139,4100000,Spider-Man 3,1000.0,movie,Spider-Man 3,Spider-Man 3,2007,139,"Action,Adventure,Sci-Fi",Spider-Man 3,2007,en,https://image.tmdb.org/t/p/w500/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg,Action|Adventure|Science Fiction,US
766,Nope,tt10954984,Nope,No,,9000000,130,4100000,Nope,1000.0,movie,Nope,Nope,2022,130,"Horror,Mystery,Sci-Fi",Nope,2022,en,https://image.tmdb.org/t/p/w500/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,Horror|Science Fiction,US
762,Harry Potter and the Deathly Hallows: Part 2,tt1201607,Harry Potter and the Deathly Hallows: Part 2,No,,8900000,130,4100000,Harry Potter and the Deathly Hallows: Part 2,1000.0,movie,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,2011,130,"Adventure,Family,Fantasy",Harry Potter and the Deathly Hallows: Part 2,2011,en,https://image.tmdb.org/t/p/w500/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,Adventure|Fantasy,GB
772,The Big Short,tt1596363,The Big Short,No,,8900000,131,4100000,The Big Short,1000.0,movie,The Big Short,The Big Short,2015,130,"Biography,Comedy,Drama",The Big Short,2015,en,https://image.tmdb.org/t/p/w500/scVEaJEwP8zUix8vgmMoJJ9Nq0w.jpg,Comedy|Drama,US
754,A Man Called Otto,tt7405458,A Man Called Otto,No,,8600000,126,4100000,A Man Called Otto,1000.0,movie,A Man Called Otto,A Man Called Otto,2022,126,"Comedy,Drama",A Man Called Otto,2022,en,https://image.tmdb.org/t/p/w500/130H1gap9lFfiTF9iDrqNIkFvC9.jpg,Comedy|Drama,SE
759,Enemy at the Gates,tt0215750,Enemy at the Gates,No,,8600000,131,4100000,Enemy at the Gates,1000.0,movie,Enemy at the Gates,Enemy at the Gates,2001,131,"Action,Drama,War",Enemy at the Gates,2001,en,https://image.tmdb.org/t/p/w500/cHRAbVdsCWFaQrswRsBP7Bn255W.jpg,Drama|War|History|Romance,US
755,American Made,tt3532216,American Made,No,,7900000,115,4100000,American Made,1000.0,movie,American Made,American Made,2017,115,"Action,Comedy,Crime",American Made,2017,en,https://image.tmdb.org/t/p/w500/23ILgoPSO5ShKcTZOuiTVfqFAUB.jpg,Action|Comedy|Crime|Drama,US
765,Love & Other Drugs,tt0758752,Love & Other Drugs,No,,7800000,112,4100000,Love & Other Drugs,1000.0,movie,Love & Other Drugs,Love & Other Drugs,2010,112,"Comedy,Drama,Romance",Love & Other Drugs,2010,en,https://image.tmdb.org/t/p/w500/wZLM2uKJRYNchLmiCIjosX0rXy8.jpg,Drama|Comedy|Romance,US
775,Tyler Perry's I Can Do Bad All by Myself,tt1385912,Tyler Perry's I Can Do Bad All by Myself,No,,7800000,113,4100000,Tyler Perry's I Can Do Bad All by Myself,1000.0,movie,I Can Do Bad All by Myself,I Can Do Bad All by Myself,2009,113,"Comedy,Drama",I Can Do Bad All By Myself,2009,en,https://image.tmdb.org/t/p/w500/kl8RNyG7jokw2pTLJNwkPhsBAL9.jpg,Drama|Comedy,US
770,Shaft,tt4463894,Shaft,No,2019-06-28,7700000,111,4100000,Shaft,2019.0,movie,Shaft,Shaft,2019,111,"Action,Comedy,Crime",Shaft,2019,en,https://image.tmdb.org/t/p/w500/joNpwk3wQXpiv6d2bPemjWj3CBd.jpg,Action|Crime|Comedy|Mystery,US
764,Kindergarten Cop,tt0099938,Kindergarten Cop,No,,7500000,111,4100000,Kindergarten Cop,1000.0,movie,Kindergarten Cop,Kindergarten Cop,1990,111,"Action,Comedy,Crime",Kindergarten Cop,1990,en,https://image.tmdb.org/t/p/w500/nKnHWwkXyvhzCYWm3FyRAv3qBrl.jpg,Comedy,US
763,Insidious: Chapter 2,tt2226417,Insidious: Chapter 2,No,,7200000,106,4100000,Insidious: Chapter 2,1000.0,movie,Insidious: Chapter 2,Insidious: Chapter 2,2013,106,"Horror,Mystery,Thriller",Insidious: Chapter 2,2013,en,https://image.tmdb.org/t/p/w500/w5JjiB3O1CLDXbTJe1QpU5RHmlU.jpg,Horror|Thriller,US
27,Renegades,tt4106376,Renegades (2017),No,,7100000,105,4100000,Renegades,2017.0,movie,American Renegades,Renegades,2017.0,106.0,"Action,Adventure,Crime",Renegades,2017,en,https://image.tmdb.org/t/p/w500/hx4nxhesaagsvJNhRw2fTobg8o.jpg,Thriller|Action,DE
773,The Dead Don't Die,tt8695030,The Dead Don't Die,No,,7100000,104,4100000,The Dead Don't Die,1000.0,movie,The Dead Don't Die,The Dead Don't Die,2019,104,"Comedy,Fantasy,Horror",The Dead Don't Die,2019,en,https://image.tmdb.org/t/p/w500/ndvOjo7Nfk8ULnFLMXthPzhI62L.jpg,Comedy|Horror,US
774,The Hangover,tt1119646,The Hangover,No,,6900000,100,4100000,The Hangover,1000.0,movie,The Hangover,The Hangover,2009,100,Comedy,The Hangover,2009,en,https://image.tmdb.org/t/p/w500/A0uS9rHR56FeBtpjVki16M5xxSW.jpg,Comedy,US
760,Escape Room,tt5886046,Escape Room (2019),No,,6800000,99,4100000,Escape Room,2019.0,movie,Escape Room,Escape Room,2019,99,"Action,Adventure,Horror",Escape Room,2019,en,https://image.tmdb.org/t/p/w500/8Ls1tZ6qjGzfGHjBB7ihOnf7f0b.jpg,Horror|Thriller|Mystery,US
25,Ballerina,tt26350277,Ballerina // ____,Yes,2023-10-06,6500000,93,4100000,Ballerina,2023.0,movie,Ballerina,Ballerina,2023.0,92.0,"Action,Thriller",Ballerina,2023,ko,https://image.tmdb.org/t/p/w500/oE7xtGDqZnr7tFHfwb8oM9iRW6H.jpg,Action|Thriller,KR
26,Ballerina,tt26350277,Ballerina // ____,Yes,2023-10-06,6500000,93,4100000,Ballerina,2023.0,movie,Ballerina,Ballerina,2023.0,92.0,"Action,Thriller",Ballerina,2023,ko,https://image.tmdb.org/t/p/w500/oE7xtGDqZnr7tFHfwb8oM9iRW6H.jpg,Action|Thriller,KR
768,Pitch Perfect 3,tt4765284,Pitch Perfect 3,No,,6300000,93,4100000,Pitch Perfect 3,1000.0,movie,Pitch Perfect 3,Pitch Perfect 3,2017,93,"Comedy,Music",Pitch Perfect 3,2017,en,https://image.tmdb.org/t/p/w500/v4tbRRX0OSOHcgz2869rEjcBwOJ.jpg,Comedy|Music,US
757,Cloudy with a Chance of Meatballs,tt0844471,Cloudy with a Chance of Meatballs (2009),No,,6100000,90,4100000,Cloudy with a Chance of Meatballs,2009.0,movie,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,2009,90,"Adventure,Animation,Comedy",Cloudy with a Chance of Meatballs,2009,en,https://image.tmdb.org/t/p/w500/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg,Animation|Comedy|Family,US
767,Over the Hedge,tt0327084,Over the Hedge,No,,5800000,84,4100000,Over the Hedge,1000.0,movie,Over the Hedge,Over the Hedge,2006,83,"Adventure,Animation,Comedy",Over the Hedge,2006,en,https://image.tmdb.org/t/p/w500/jtZnymorbnHY7mOiBXR14ZDJseM.jpg,Family|Comedy|Animation,US
776,"Umjolo: My Beginning, My End!",tt34961246,"Umjolo: My Beginning, My End!",Yes,2025-01-03,5000000,74,4100000,"Umjolo: My Beginning, My End!",2025.0,movie,"Umjolo: My Beginnings, My End!","Umjolo: My Beginnings, My End!",2025,74,"Comedy,Drama,Romance","Umjolo: My Beginning, My End!",2025,zu,https://image.tmdb.org/t/p/w500/nSE7PLJoYsclxgmF9mSVnHBPy9C.jpg,Romance|Drama,ZA
783,Sikandar Ka Muqaddar,tt31522415,Sikandar Ka Muqaddar // _______ __ _______,Yes,2024-11-29,9500000,143,4000000,Sikandar Ka Muqaddar,2024.0,movie,Sikandar Ka Muqaddar,Sikandar ka Muqaddar,2024,142,"Action,Crime,Drama",Sikandar Ka Muqaddar,2024,hi,https://image.tmdb.org/t/p/w500/eWUh4rgxtgypgnOa6uGMnUt01ux.jpg,Thriller|Crime|Mystery|Action,IN
788,The Lost City,tt13320622,The Lost City (2022),No,,7500000,112,4000000,The Lost City,2022.0,movie,The Lost City,The Lost City,2022,112,"Action,Adventure,Comedy",The Lost City,2022,en,https://image.tmdb.org/t/p/w500/rnheO8cFvCYcmZsDrBoabJbKLFE.jpg,Action|Adventure|Comedy,US
791,Through My Window 2: Across the Sea,tt21245882,Through My Window 2: Across the Sea // A travs de mi ventana 2: A travs del mar,Yes,2023-06-23,7400000,110,4000000,Through My Window 2: Across the Sea,2023.0,movie,Through My Window: Across the Sea,A través del mar,2023,109,"Comedy,Drama,Romance",Through My Window: Across the Sea,2023,es,https://image.tmdb.org/t/p/w500/3kULr3y7ZhdY3oCHKwwNT2hqys0.jpg,Romance|Drama|Comedy,ES
780,Ferdinand,tt3411444,Ferdinand,No,,7300000,108,4000000,Ferdinand,1000.0,movie,Ferdinand,Ferdinand,2017,108,"Adventure,Animation,Comedy",Ferdinand,2017,en,https://image.tmdb.org/t/p/w500/rMm94JsRfcOPiPVsTRcBiiVBOhz.jpg,Animation|Family|Adventure|Comedy,US
777,Asterix & Obelix: Mission Cleopatra,tt0250223,Asterix & Obelix: Mission Cleopatra // Astrix & Oblix: Mission Cloptre,No,,7200000,108,4000000,Asterix & Obelix: Mission Cleopatra,1000.0,movie,Asterix & Obelix: Mission Cleopatra,Astérix & Obélix : Mission Cléopâtre,2002,107,"Adventure,Comedy,Family",Asterix & Obelix: Mission Cleopatra,2002,fr,https://image.tmdb.org/t/p/w500/5gMmVSkY7RAxb5xRk7ej7JVhXyl.jpg,Family|Fantasy|Comedy|Adventure,FR
789,The Marksman,tt6902332,The Marksman (2021),No,,7100000,108,4000000,The Marksman,2021.0,movie,The Marksman,The Marksman,2021,108,"Action,Drama,Thriller",The Marksman,2021,en,https://image.tmdb.org/t/p/w500/6vcDalR50RWa309vBH1NLmG2rjQ.jpg,Action|Drama|Thriller,US
792,Thunder Force,tt10121392,Thunder Force,Yes,2021-04-09,7100000,107,4000000,Thunder Force,2021.0,movie,Thunder Force,Thunder Force,2021,106,"Action,Adventure,Comedy",Thunder Force,2021,en,https://image.tmdb.org/t/p/w500/3mKMWP5OokB7QpcOMA1yl8BXFAF.jpg,Comedy|Action|Adventure|Science Fiction,US
786,Tall Girl,tt9252508,Tall Girl,Yes,2019-09-13,6900000,101,4000000,Tall Girl,2019.0,movie,Tall Girl,Tall Girl,2019,101,"Comedy,Drama,Family",Tall Girl,2019,en,https://image.tmdb.org/t/p/w500/m0clsFEXidLVJ0TueqWOvvImOMh.jpg,Comedy|Drama|Romance,US
781,Lesson Plan,tt23343786,Lesson Plan // Plan lekcji,Yes,2022-11-23,6700000,98,4000000,Lesson Plan,2022.0,movie,Lesson Plan,Plan lekcji,2022,101,"Action,Crime,Drama",Lesson Plan,2022,pl,https://image.tmdb.org/t/p/w500/wawP3mOUeRBrAtnbPwWK5eFaMdV.jpg,Action|Crime,PL
787,The Bad Guys,tt8115900,The Bad Guys (2022),No,,6700000,100,4000000,The Bad Guys,2022.0,movie,The Bad Guys,The Bad Guys,2022,100,"Adventure,Animation,Comedy",The Bad Guys,2022,en,https://image.tmdb.org/t/p/w500/6fcFmdVLCCbf1gFt8HlC6BRj8pt.jpg,Family|Comedy|Crime|Adventure|Animation|Action,US
784,Sin instrucciones,tt30954126,Sin instrucciones,No,,6600000,99,4000000,Sin instrucciones,1000.0,movie,Sin instrucciones,Sin instrucciones,2024,99,Comedy,Babies Don't Come with Instructions,2024,es,https://image.tmdb.org/t/p/w500/2Lq2meSVsGvfFOh89iWTcA76wST.jpg,Comedy|Drama,ES
779,Body Cam,tt8179024,Body Cam (2020),No,,6500000,96,4000000,Body Cam,2020.0,movie,Body Cam,Body Cam,2020,96,"Horror,Mystery,Thriller",Body Cam,2020,en,https://image.tmdb.org/t/p/w500/akmjfKPlxBAdXi4G1TZOirty8Ia.jpg,Horror|Thriller|Mystery,US
790,The Perfect Date,tt8201170,The Perfect Date,Yes,2019-04-12,6100000,93,4000000,The Perfect Date,2019.0,movie,The Perfect Date,The Perfect Date,2019,89,"Comedy,Romance",The Perfect Date,2019,en,https://image.tmdb.org/t/p/w500/rrAYdezO3h1mjdYTaQyTXoj8IZ4.jpg,Romance|Comedy,US
28,Ballerina,tt2261287,Ballerina (2016),No,,6000000,89,4000000,Ballerina,2016.0,movie,Leap!,Ballerina,2016.0,89.0,"Adventure,Animation,Comedy",Ballerina,2016,en,https://image.tmdb.org/t/p/w500/qBxMhcmNnFniuDAZTKEHcSgKtsn.jpg,Animation|Adventure|Comedy|Family,CA
29,Ballerina,tt2261287,Ballerina (2016),No,,6000000,89,4000000,Ballerina,2016.0,movie,Leap!,Ballerina,2016.0,89.0,"Adventure,Animation,Comedy",Ballerina,2016,en,https://image.tmdb.org/t/p/w500/qBxMhcmNnFniuDAZTKEHcSgKtsn.jpg,Animation|Adventure|Comedy|Family,CA
782,"Lover, Stalker, Killer",tt30852970,"Lover, Stalker, Killer",Yes,2024-02-09,6000000,90,4000000,"Lover, Stalker, Killer",2024.0,movie,Lover Stalker Killer,Lover Stalker Killer,2024,90,"Crime,Documentary","Lover, Stalker, Killer",2024,en,https://image.tmdb.org/t/p/w500/f5uojWzwJTCHBIV3rmGPTmQG7TF.jpg,Documentary|Crime,GB
785,Space Jam,tt0117705,Space Jam,No,,5800000,87,4000000,Space Jam,1000.0,movie,Space Jam,Space Jam,1996,88,"Adventure,Animation,Comedy",Space Jam,1996,en,https://image.tmdb.org/t/p/w500/4RN5El3Pj2W4gpwgiAGLVfSJv2g.jpg,Comedy|Animation|Family|Science Fiction,US
801,King Kong,tt0360717,King Kong (2005),No,,12200000,188,3900000,King Kong,2005.0,movie,King Kong,King Kong,2005,187,"Action,Adventure,Romance",King Kong,2005,en,https://image.tmdb.org/t/p/w500/6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg,Adventure|Drama|Action,NZ
794,Amaran,tt27118357,Amaran (2024),No,,11000000,169,3900000,Amaran,2024.0,movie,Amaran,Amaran,2024,167,"Action,Biography,Drama",Amaran,2024,ta,https://image.tmdb.org/t/p/w500/yj9DbvPWjytH2EvDpGuJwos69rn.jpg,Action|Drama|Adventure|War,IN
802,Mission: Impossible - Fallout,tt4912910,Mission: Impossible - Fallout,No,,9600000,147,3900000,Mission: Impossible - Fallout,1000.0,movie,Mission: Impossible - Fallout,Mission: Impossible - Fallout,2018,147,"Action,Adventure,Thriller",Mission: Impossible - Fallout,2018,en,https://image.tmdb.org/t/p/w500/AkJQpZp9WoNdj7pLYSj1L0RcMMN.jpg,Action|Adventure,US
800,Hunger,tt22695402,Hunger // _____ _________,Yes,2023-04-08,9400000,145,3900000,Hunger,2023.0,movie,Hunger,Hunger,2023,146,"Drama,Thriller",Hunger,2023,th,https://image.tmdb.org/t/p/w500/rNYHsKHFP3AY2PIDZgz3AuY7QoC.jpg,Drama,TH
796,Batman Begins,tt0372784,Batman Begins,No,,9000000,140,3900000,Batman Begins,1000.0,movie,Batman Begins,Batman Begins,2005,140,"Action,Crime,Drama",Batman Begins,2005,en,https://image.tmdb.org/t/p/w500/sPX89Td70IDDjVr85jdSBb4rWGr.jpg,Drama|Crime|Action,GB
793,AKA,tt27197387,AKA,Yes,2023-04-28,8100000,122,3900000,AKA,2023.0,movie,AKA,AKA,2023,122,"Action,Crime,Thriller",AKA,2023,fr,https://image.tmdb.org/t/p/w500/exKj9XSFWLajZ6NI60Gxsj1qNuE.jpg,Action,FR
806,The Score,tt0227445,The Score (2001),No,,8100000,124,3900000,The Score,2001.0,movie,The Score,The Score,2001,124,"Crime,Drama,Thriller",The Score,2001,en,https://image.tmdb.org/t/p/w500/fsb4m9XW59mei8GKznvI3lLzcfp.jpg,Action|Crime|Thriller|Mystery|Drama,DE
795,Awakenings,tt0099077,Awakenings,No,,7900000,120,3900000,Awakenings,1000.0,movie,Awakenings,Awakenings,1990,121,"Biography,Drama",Awakenings,1990,en,https://image.tmdb.org/t/p/w500/9gztZXuHLG6AJ0fgqGd7Q43cWRI.jpg,Drama,US
805,The Last Voyage of the Demeter,tt1001520,The Last Voyage of the Demeter,No,,7800000,119,3900000,The Last Voyage of the Demeter,1000.0,movie,The Last Voyage of the Demeter,The Last Voyage of the Demeter,2023,118,"Fantasy,Horror,Thriller",The Last Voyage of the Demeter,2023,en,https://image.tmdb.org/t/p/w500/nrtbv6Cew7qC7k9GsYSf5uSmuKh.jpg,Horror|Fantasy,DE
807,Train to Busan,tt5700672,Train to Busan // ___,No,,7600000,118,3900000,Train to Busan,1000.0,movie,Train to Busan,Busanhaeng,2016,118,"Action,Horror,Thriller",Train to Busan,2016,ko,https://image.tmdb.org/t/p/w500/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,Horror|Thriller|Action|Adventure,KR
804,The Christmas Chronicles: Part Two,tt11057644,The Christmas Chronicles: Part Two,Yes,2020-11-25,7400000,112,3900000,The Christmas Chronicles: Part Two,2020.0,movie,The Christmas Chronicles: Part Two,The Christmas Chronicles: Part Two,2020,112,"Adventure,Comedy,Family",The Christmas Chronicles: Part Two,2020,en,https://image.tmdb.org/t/p/w500/6sG0kbEvAi3RRLcGGU5h8l3qAPa.jpg,Family|Fantasy|Adventure|Comedy,US
797,Brazen,tt13978306,Brazen,Yes,2022-01-13,6200000,94,3900000,Brazen,2022.0,movie,Brazen,Brazen,2022,94,"Crime,Drama,Mystery",Brazen,2022,en,https://image.tmdb.org/t/p/w500/7e4n1GfC9iky9VQzH3cDQz9wYpO.jpg,Thriller|Mystery|Drama,US
803,Rambo: First Blood,tt0089880,Rambo: First Blood,No,,6000000,96,3900000,Rambo: First Blood,1000.0,movie,Rambo: First Blood Part II,Rambo: First Blood Part II,1985,96,"Action,Adventure,Thriller",Rambo: First Blood Part II,1985,en,https://image.tmdb.org/t/p/w500/pzPdwOitmTleVE3YPMfIQgLh84p.jpg,Action|Adventure|Thriller|War,US
799,Hijack '93,tt33540966,Hijack '93,Yes,2024-10-25,5700000,86,3900000,Hijack '93,2024.0,movie,Hijack '93,Hijack '93,2024,87,"Drama,Thriller",Hijack '93,2024,en,https://image.tmdb.org/t/p/w500/nrwTBMlexcgy11MXRVRz8IZrfTI.jpg,Thriller|Drama,NG
798,Flushed Away,tt0424095,Flushed Away,No,,5500000,84,3900000,Flushed Away,1000.0,movie,Flushed Away,Flushed Away,2006,85,"Action,Adventure,Animation",Flushed Away,2006,en,https://image.tmdb.org/t/p/w500/kgoZI4xh38RrEYEPVib6a12UPLn.jpg,Adventure|Animation|Comedy|Family,GB
820,Once Upon a Time in the West,tt0064116,Once Upon a Time in the West,No,,10600000,166,3800000,Once Upon a Time in the West,1000.0,movie,Once Upon a Time in the West,C'era una volta il West,1968,166,"Drama,Western",Once Upon a Time in the West,1968,it,https://image.tmdb.org/t/p/w500/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,Drama|Western,IT
821,Outside,tt32389619,Outside,Yes,2024-10-17,8900000,142,3800000,Outside,2024.0,movie,Outside,Outside,2024,142,"Horror,Thriller",Outside,2024,tl,https://image.tmdb.org/t/p/w500/a3ej47ztXkeVfHpkwb0TUiA8jQY.jpg,Horror|Thriller,PH
826,Waterworld,tt0114898,Waterworld,No,,8500000,135,3800000,Waterworld,1000.0,movie,Waterworld,Waterworld,1995,135,"Action,Adventure,Sci-Fi",Waterworld,1995,en,https://image.tmdb.org/t/p/w500/X4UyUO5jgzs3c5YafnmYKLKKYw.jpg,Adventure|Action|Science Fiction,US
813,Fury,tt2713180,Fury (2014),No,,8400000,135,3800000,Fury,2014.0,movie,Fury,Fury,2014,134,"Action,Drama,War",Fury,2014,en,https://image.tmdb.org/t/p/w500/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,War|Drama|Action,US
811,Erin Brockovich,tt0195685,Erin Brockovich,No,,8300000,131,3800000,Erin Brockovich,1000.0,movie,Erin Brockovich,Erin Brockovich,2000,131,"Biography,Drama",Erin Brockovich,2000,en,https://image.tmdb.org/t/p/w500/jEMvWBWVjndZT0vJnLrRWi9ajea.jpg,Drama,US
817,Mad Square,tt32327574,Mad Square,No,,7900000,127,3800000,Mad Square,1000.0,movie,Mad Square,Mad Square,2025,130,Comedy,(MAD)²,2025,te,https://image.tmdb.org/t/p/w500/cYGNd3oMRYsvM9gW4i0bzAclOUb.jpg,Drama|Romance|Comedy,IN
816,Kang Mak from Pee Mak,tt31109457,Kang Mak from Pee Mak,Yes,,7700000,122,3800000,Kang Mak from Pee Mak,1000.0,movie,Kang Mak,Kang Mak from Pee Mak,2024,122,"Comedy,Horror,Romance",Kang Mak (From Pee Mak),2024,id,https://image.tmdb.org/t/p/w500/h2k58PFM2dQsHXNxb2D471r3BJp.jpg,Comedy|Horror|Romance|War,ID
812,French Girl,tt23319892,French Girl (2024),No,,7100000,106,3800000,French Girl,2024.0,movie,French Girl,French Girl,2024,106,Comedy,French Girl,2024,en,https://image.tmdb.org/t/p/w500/Bu1cgfaLOqELu11qRdmzYX6o6K.jpg,Romance|Comedy,CA
810,Book Club: The Next Chapter,tt20768712,Book Club: The Next Chapter,No,,6800000,108,3800000,Book Club: The Next Chapter,1000.0,movie,Book Club: The Next Chapter,Book Club: The Next Chapter,2023,107,"Comedy,Romance",Book Club: The Next Chapter,2023,en,https://image.tmdb.org/t/p/w500/lXoeOcWWhPpLH1wzTIhOx8jydBo.jpg,Comedy|Romance,US
